0,007,10_cat,11_cat,12_cat,13_cat,14_cat,15,16_cat,17,18,19,1_cat,20,21,22,23,24,25,26,27,28,29,2_cat,3,30,31,32,33,34,35,36,37,38,39,40,41,42,43_cat,44,45,46,47,48,49,4_cat,5,50,6,7_cat,8_cat,9_cat,y
0.0945,0.0,8,236,255,302,400,0.3047,250,0.3451,0.0506,0.4582,797,0.1649,0.0457,0.3287,0.5285,0.3861,0.533,0.8681,0.3803,0.0521,0.5862,941,0.5668,0.1915,0.1572,2.3671,0.4447,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.5122,0.8325,0.4331,232,425.1563,57.2489,10.7731,17.7465,1.4961,0.4463,952,5.2375,2.7348,100.9179,761,1346,1379,57.9725
0.0345,0.0,50,232,252,302,482,0.3744,8,0.3993,0.0813,0.4878,756,0.3142,0.0436,0.3176,0.531,0.452,0.476,0.8602,0.3885,0.0565,0.6458,941,0.562,0.218,0.161,2.3931,0.5246,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.076,0.7724,0.4012,232,425.1602,57.3168,10.7731,17.7465,1.4961,0.4667,1001,5.2482,2.4394,100.9937,835,61,1379,65.7208
0.0379,1.0,79,232,258,302,483,0.3396,304,0.3985,0.083,0.447,738,0.4017,0.0431,0.3357,0.4667,0.3269,0.5104,0.6867,0.3393,0.0298,0.551,249,0.3507,0.2217,0.1528,2.3835,0.3748,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.047,0.7884,0.4729,232,425.1252,57.1339,10.2937,16.9703,1.8659,0.4392,1043,5.2378,2.4394,100.9348,740,316,1379,142.776
0.0176,,7,232,254,306,399,0.3047,8,0.3381,0.0811,0.3505,746,0.2897,0.0378,0.298,0.4606,0.3063,0.4501,0.777,0.349,0.0519,0.4906,244,0.4729,0.2603,0.1445,2.3929,0.3245,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0439,0.6731,0.1382,232,425.2,57.3867,10.2937,16.9703,1.4961,0.4155,950,5.22,2.4394,100.7746,739,1344,1383,35.05
0.0598,3.0,19,232,255,302,441,0.3047,250,0.2835,0.0611,0.3368,742,0.2056,0.0409,0.31,0.4759,0.3465,0.4485,0.7582,0.3483,0.0528,0.5581,306,0.7949,0.2163,0.1489,2.369,0.4385,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0933,0.705,0.4968,232,425.1195,57.0869,10.2937,16.9703,1.4961,0.5172,1000,5.2487,2.8703,100.9833,742,61,1388,86.4894
0.0624,3.0,19,232,255,302,441,0.3047,250,0.2925,0.0623,0.3563,809,0.2039,0.0419,0.3159,0.4964,0.3637,0.4581,0.7307,0.3573,0.0521,0.5782,244,0.4817,0.2145,0.1507,2.371,0.4661,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0854,0.7403,0.4331,232,425.1179,57.0647,10.7731,17.7465,1.4961,0.5224,1000,5.2487,2.8622,100.9833,742,61,1388,91.2322
0.0505,,8,232,255,19,290,0.3047,8,0.3337,0.0873,0.3393,810,0.2323,0.0356,0.2693,0.4912,0.3459,0.4591,0.5828,0.376,0.0692,0.6742,940,0.6802,0.248,0.1519,2.4319,0.2551,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.018,0.7111,0.4172,232,425.1598,57.2849,10.7731,17.7465,1.4961,0.4832,1044,5.2097,2.5906,100.6672,1328,1358,1379,34.8
0.0328,2.0,80,232,269,19,484,0.3744,235,0.3765,0.0866,0.4309,811,0.3935,0.0365,0.3172,0.427,0.4166,0.4663,0.8775,0.3308,0.0435,0.5055,249,0.3426,0.9426,0.1479,2.4149,0.2152,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0368,0.7296,0.4331,232,425.185,57.3893,10.2937,16.9703,1.8392,0.4155,1045,5.2241,2.4394,100.8235,789,151,1388,117.9864
0.0388,,57,232,256,302,456,0.3047,304,0.3742,0.0744,0.4566,746,0.3915,0.0446,0.3505,0.5291,0.4189,0.5293,0.7881,0.3734,0.0268,0.5663,52,0.7052,0.2439,0.1513,2.3704,0.4834,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0831,0.809,0.4729,232,425.1981,57.3973,10.2937,16.9703,1.4961,0.4468,1046,5.2235,2.4394,100.8044,868,151,1386,48.55
0.0919,2.0,74,67,256,328,485,0.3396,247,0.2657,0.0508,0.3425,812,0.1845,0.0402,0.3036,0.4958,0.4027,0.4402,0.7903,0.3396,0.0372,0.5435,940,0.6572,0.1762,0.1367,2.3671,0.2601,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.3694,0.7116,0.4411,232,425.1718,57.35,10.2937,16.9703,1.4961,0.4515,1035,5.2519,2.4474,101.011,756,8,1395,103.1251
0.0455,,81,232,254,302,486,0.3396,232,0.364,0.0801,0.4313,813,0.3841,0.0431,0.3313,0.3456,0.3977,0.4692,0.7992,0.3422,0.016,0.6919,303,0.5141,0.2575,0.1429,2.359,0.4134,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0376,0.777,0.0267,232,425.1172,57.0571,10.2937,16.9703,1.4961,0.462,1047,5.2234,2.4964,101.104,813,120,1388,28.3333
0.0556,1.0,50,242,252,302,487,0.3396,247,0.264,0.0795,0.2334,814,0.1564,0.0215,0.3725,0.6212,0.4651,0.5695,0.6595,0.477,0.1135,0.6388,244,0.4797,0.1825,0.134,2.4012,0.1507,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0086,0.9269,0.3056,232,425.1202,57.0895,10.7731,17.7465,1.7845,0.4155,1048,5.2347,2.4394,101.177,1329,18,1379,87.6125
0.0796,0.0,82,232,256,302,414,0.3744,25,0.3451,0.0506,0.4582,750,0.1649,0.0457,0.3287,0.5285,0.3861,0.533,0.8681,0.3803,0.0521,0.5862,325,0.6019,0.1915,0.1572,2.3671,0.4447,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.5122,0.8325,0.4411,232,425.1375,57.1818,10.7731,17.7465,1.4961,0.4241,1049,5.2368,2.4394,100.9155,761,1346,1387,41.0039
0.0463,1.0,83,232,254,302,488,0.3047,250,0.3704,0.0629,0.4673,774,0.2863,0.0474,0.3279,0.3884,0.3537,0.5386,0.8364,0.3364,0.0447,0.5428,4,0.3109,0.2306,0.1395,2.3631,0.3244,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1192,0.773,0.3295,232,425.1393,57.1778,10.2937,16.9703,1.8384,0.4661,1050,5.2267,2.4394,101.1275,1323,120,1382,64.3073
0.1916,0.0,45,235,254,319,440,0.4441,235,0.3542,0.0716,0.4786,761,0.3528,0.045,0.3707,0.5652,0.3881,0.5245,0.7721,0.3952,0.0598,0.6297,67,0.4236,0.2296,0.2036,2.408,0.728,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1882,0.8608,0.2339,232,425.1387,57.2345,10.2937,16.9703,1.8001,0.486,1051,5.2392,2.4394,100.9454,757,316,1385,59.6467
0.0459,2.0,84,232,258,329,489,0.3396,247,0.3578,0.0809,0.473,778,0.3329,0.0426,0.347,0.6086,0.3684,0.4957,0.8407,0.397,0.0519,0.5623,19,0.3777,0.2474,0.1883,2.3753,0.7029,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0705,0.8189,0.4889,232,425.192,57.3513,10.2937,16.9703,1.8518,0.4748,1052,5.2399,2.4726,100.9261,738,1342,1381,100.2064
0.0522,0.0,4,232,255,320,490,0.3047,304,0.3112,0.0502,0.4044,815,0.2172,0.0426,0.3034,0.4912,0.3533,0.4697,0.8073,0.3666,0.0298,0.5721,151,0.6451,0.2018,0.154,2.3631,0.4395,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.5184,0.7359,0.4251,232,425.1357,57.2204,10.7731,17.7465,1.4961,0.4559,971,5.2176,2.5799,100.7059,751,319,1388,111.4555
0.0924,,4,232,255,250,396,0.479,247,0.3809,0.0726,0.4483,816,0.4029,0.0441,0.3535,0.4783,0.3518,0.5169,0.7558,0.3741,0.067,0.5244,67,0.4121,0.3205,0.1639,2.3606,0.7335,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1082,0.8244,0.4251,232,425.1477,57.2672,10.7731,17.7465,1.8316,0.4645,995,5.2095,2.4631,100.7865,1325,1347,1382,44.05
0.0805,1.0,8,232,255,19,290,0.3396,8,0.34,0.0882,0.3482,817,0.2391,0.0353,0.2953,0.5181,0.3277,0.4619,0.5733,0.3782,0.07,0.6717,19,0.3791,0.2532,0.15,2.4321,0.2531,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0188,0.7172,0.465,232,425.1699,57.2806,10.2937,16.9703,1.8163,0.5172,1044,5.2097,2.584,100.6672,1328,1358,1379,69.2474
0.0514,,69,232,258,302,468,0.4093,247,0.3742,0.0521,0.4338,741,0.4086,0.0454,0.3437,0.4689,0.3483,0.5428,0.7785,0.3481,0.03,0.53,151,0.6208,0.1874,0.1467,2.3631,0.3779,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.5404,0.8183,0.4889,232,425.1735,57.3203,10.2937,16.9703,1.4961,0.4532,1026,5.2178,2.4467,100.7201,799,247,1387,36.5
0.0237,3.0,85,232,254,330,491,0.3047,8,0.3322,0.0546,0.4271,760,0.3181,0.0448,0.3175,0.4624,0.3421,0.4791,0.7726,0.3463,0.0447,0.5019,19,0.3885,0.2149,0.1523,2.37,0.4264,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.458,0.7285,0.4092,232,425.1791,57.3482,10.2937,16.9703,1.8163,0.462,1053,5.2141,2.4964,100.7056,777,1349,1383,108.2495
0.0134,3.0,25,243,264,302,477,0.3047,235,0.3479,0.0761,0.4384,800,0.3193,0.0399,0.3507,0.593,0.4368,0.4584,0.583,0.4094,0.0965,0.5468,940,0.6552,0.286,0.1588,2.4494,0.3556,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.018,0.8057,0.3454,232,425.1835,57.3295,10.2937,16.9703,1.4961,0.4924,1054,5.2097,2.8404,100.8075,857,1359,1390,95.0146
0.048,1.0,8,232,255,302,492,0.3047,232,0.2894,0.0525,0.3973,818,0.1987,0.0448,0.3266,0.4979,0.446,0.4413,0.861,0.3291,0.0371,0.4514,940,0.6694,0.2119,0.1612,2.3892,0.4985,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0658,0.7432,0.4889,232,425.181,57.2895,10.2937,16.9703,1.4961,0.4875,1055,5.2462,2.7612,100.9407,778,1357,1379,80.4378
0.0514,3.0,69,232,258,302,468,0.4093,247,0.3742,0.0521,0.4338,741,0.4086,0.0454,0.3437,0.4689,0.3483,0.5428,0.7785,0.3481,0.03,0.53,151,0.6208,0.1874,0.1467,2.3631,0.3779,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.5404,0.8183,0.4889,232,425.1735,57.3203,10.2937,16.9703,1.4961,0.4532,1026,5.2178,2.4467,100.7201,799,247,1387,93.7715
0.0294,3.0,74,67,256,302,456,0.3047,247,0.2657,0.0508,0.3425,742,0.1845,0.0402,0.3036,0.4958,0.4027,0.4402,0.7903,0.3396,0.0372,0.5435,303,0.5229,0.1762,0.1367,2.3671,0.2601,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.3694,0.7116,0.4411,232,425.1613,57.3134,10.2937,16.9703,1.4961,0.4515,1035,5.2519,2.4474,101.011,756,8,1395,93.4137
0.0429,1.0,86,232,254,331,493,0.3047,247,0.3099,0.0806,0.2931,819,0.3147,0.0334,0.3191,0.4802,0.407,0.4165,0.6695,0.4074,0.07,0.5946,244,0.452,0.2369,0.1676,2.4476,0.4695,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0219,0.7333,0.0267,232,425.1298,57.1846,10.7731,17.7465,1.7845,0.4564,1056,5.2441,2.4977,100.9114,748,304,1388,96.918
0.053,3.0,87,232,255,302,424,0.3047,247,0.3641,0.0785,0.4255,738,0.3039,0.0421,0.3164,0.5141,0.3977,0.4963,0.747,0.3549,0.0488,0.5147,52,0.7031,0.2152,0.1608,2.3653,0.5496,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1105,0.7695,0.4889,232,425.1422,57.2193,10.2937,16.9703,1.4961,0.4155,1057,5.2367,2.4394,100.9469,750,1346,1381,94.8433
0.1451,0.0,88,232,278,302,494,0.4093,25,0.3597,0.0552,0.4294,793,0.3045,0.0443,0.2937,0.4374,0.3375,0.4771,0.7383,0.3205,0.0373,0.4597,52,0.6944,0.2075,0.1467,2.3671,0.321,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2039,0.6944,0.449,232,425.1943,57.4109,10.7731,17.7465,1.4961,0.4343,1058,5.22,2.4534,100.7378,776,940,1385,45.6567
0.0421,3.0,89,232,254,8,495,0.3396,247,0.3636,0.0508,0.4326,754,0.3562,0.0481,0.3427,0.5053,0.3398,0.5239,0.8439,0.3854,0.067,0.5247,325,0.5985,0.2017,0.1484,2.3631,0.4149,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.28,0.8101,0.1542,232,425.1341,57.2031,10.2937,16.9703,1.4961,0.4155,1059,5.2109,2.4394,100.8681,803,326,1385,93.561
0.0383,2.0,4,232,255,250,396,0.4093,232,0.2936,0.0494,0.3915,792,0.2292,0.0429,0.3019,0.4716,0.3473,0.4576,0.8166,0.352,0.0227,0.5406,151,0.6275,0.1991,0.1544,2.3631,0.4745,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.4792,0.6986,0.5128,232,425.1327,57.1825,10.2937,16.9703,1.4961,0.4535,971,5.2176,2.5525,100.7059,751,319,1388,76.9067
0.0843,2.0,90,232,278,332,496,0.3744,304,0.3631,0.0717,0.4419,820,0.296,0.0407,0.3348,0.5352,0.3537,0.5272,0.8468,0.3928,0.0696,0.5753,52,0.6984,0.2433,0.1665,2.3763,0.475,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1215,0.8049,0.3853,232,425.1983,57.3619,10.7731,17.7465,1.4961,0.5095,1060,5.236,2.5094,100.9172,767,1346,1381,123.3376
0.0434,0.0,6,234,257,39,398,0.3047,304,0.2612,0.0503,0.3485,821,0.1427,0.038,0.2964,0.5083,0.4175,0.4391,0.8074,0.3533,0.0375,0.5967,325,0.5931,0.1694,0.1391,2.3671,0.274,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.3412,0.7135,0.4012,232,425.2888,57.5673,10.7731,17.7465,1.4961,0.4155,948,5.2524,2.4394,101.0182,756,8,1381,57.8971
0.0556,0.0,91,232,256,302,497,0.3396,304,0.3853,0.0788,0.4289,751,0.4569,0.0431,0.3097,0.4196,0.3145,0.4859,0.7514,0.3266,0.0488,0.5222,67,0.4459,0.2307,0.1411,2.3653,0.2664,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0948,0.7093,0.3375,232,425.1612,57.3117,10.2937,16.9703,1.7963,0.5023,1061,5.2203,2.7302,100.7389,1321,940,1379,44.1123
0.0231,0.0,4,232,255,250,396,0.3047,232,0.3112,0.0502,0.4044,777,0.2172,0.0426,0.3034,0.4912,0.3533,0.4697,0.8073,0.3666,0.0298,0.5721,151,0.6444,0.2018,0.154,2.3631,0.4395,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.5184,0.7359,0.457,232,425.1273,57.166,10.7731,17.7465,1.4961,0.4559,971,5.2176,2.5799,100.7059,751,319,1388,40.4632
0.0767,,92,232,254,311,498,0.3047,25,0.3475,0.0687,0.4453,760,0.3216,0.0435,0.3394,0.5108,0.35,0.5031,0.7288,0.3674,0.0521,0.5581,325,0.5978,0.2298,0.1654,2.3671,0.5858,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2839,0.7866,0.4968,232,425.1462,57.2651,10.2937,16.9703,1.4961,0.4585,1062,5.2166,2.4394,100.6968,793,319,1396,37.8667
0.0379,2.0,93,232,254,247,499,0.3047,25,0.3742,0.0521,0.4338,793,0.4086,0.0454,0.3437,0.4689,0.3483,0.5428,0.7785,0.3481,0.03,0.53,151,0.6187,0.1874,0.1467,2.3631,0.3779,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.5404,0.8183,0.3454,232,425.1317,57.1994,10.2937,16.9703,1.4961,0.4155,1063,5.2178,2.4394,100.7201,799,247,1388,112.965
0.0353,,94,232,279,302,500,0.3744,8,0.3706,0.0894,0.4449,822,0.3619,0.0432,0.377,0.5839,0.439,0.5399,0.7705,0.4362,0.0891,0.7727,151,0.6201,0.2854,0.1465,2.3998,0.3441,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0415,0.908,0.4092,232,425.1233,57.1219,10.7731,17.7465,1.4961,0.4564,1064,5.2457,2.4977,100.9962,840,1356,1381,34.4667
0.0729,0.0,4,232,255,303,417,0.4441,8,0.3772,0.0718,0.4482,800,0.4046,0.0441,0.347,0.4786,0.3512,0.5142,0.7681,0.37,0.067,0.53,250,0.2258,0.3158,0.1679,2.3629,0.8467,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1168,0.7963,0.465,232,425.2129,57.4466,10.2937,16.9703,1.8263,0.4629,995,5.2095,2.4622,100.7865,1325,1347,1382,105.7539
0.0598,2.0,92,232,254,311,498,0.3047,304,0.3475,0.0687,0.4453,793,0.3216,0.0435,0.3394,0.5108,0.35,0.5031,0.7288,0.3674,0.0521,0.5581,325,0.6079,0.2298,0.1654,2.3671,0.5858,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2839,0.7866,0.4729,232,425.1178,57.0708,10.2937,16.9703,1.4961,0.4585,1062,5.2166,2.4394,100.6968,793,319,1396,101.5337
0.037,0.0,50,232,280,302,501,0.3047,247,0.397,0.0733,0.4772,796,0.4094,0.0483,0.3217,0.4236,0.3035,0.5149,0.847,0.3372,0.0369,0.518,325,0.5884,0.2672,0.1443,2.3549,0.2783,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0384,0.7719,0.4092,232,425.1172,57.0555,10.2937,16.9703,1.4961,0.4496,1065,5.2114,2.4776,100.6952,796,1360,1393,57.9118
0.0505,,95,232,264,304,502,0.3047,25,0.2797,0.0634,0.3328,758,0.1871,0.0349,0.3053,0.464,0.3353,0.4504,0.6724,0.3331,0.022,0.5026,244,0.4486,0.2156,0.167,2.4076,0.4641,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0697,0.7041,0.4331,232,425.1744,57.3605,10.7731,17.7465,1.4961,0.4507,1066,5.2189,2.4394,100.7312,760,940,1382,22.4833
0.0252,1.0,4,232,255,302,503,0.3744,247,0.2936,0.0494,0.3915,777,0.2292,0.0429,0.3019,0.4716,0.3473,0.4576,0.8166,0.352,0.0227,0.5406,306,0.7814,0.1991,0.1544,2.3631,0.4745,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.4792,0.6986,0.4889,232,425.1444,57.1967,10.2937,16.9703,1.4961,0.4535,971,5.2176,2.5525,100.7059,751,319,1388,66.2639
0.1012,0.0,59,232,258,302,458,0.3744,232,0.3299,0.05,0.4364,787,0.267,0.0429,0.2962,0.4918,0.3462,0.4512,0.8363,0.352,0.0372,0.5187,941,0.5559,0.2142,0.1504,2.3671,0.4011,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2243,0.7116,0.4411,232,425.18,57.348,10.7731,17.7465,1.4961,0.5095,1014,5.2206,2.5269,100.7648,804,1344,1386,53.8227
0.0303,0.0,19,232,255,302,412,0.3396,8,0.3299,0.05,0.4364,758,0.267,0.0429,0.2962,0.4918,0.3462,0.4512,0.8363,0.352,0.0372,0.5187,249,0.3473,0.2142,0.1504,2.3671,0.4011,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2243,0.7116,0.4092,232,425.2586,57.5413,10.7731,17.7465,1.8574,0.4823,964,5.2197,2.4635,100.7566,804,1348,1388,41.7937
0.0565,3.0,96,232,254,302,462,0.3396,247,0.3416,0.0775,0.3946,813,0.3523,0.041,0.307,0.3529,0.4031,0.4642,0.7786,0.3509,0.016,0.6954,244,0.4797,0.2472,0.1437,2.3584,0.4198,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0368,0.7543,0.3614,232,425.1169,57.0354,10.7731,17.7465,1.7845,0.4155,1067,5.2236,2.4394,101.1017,813,120,1379,102.003
0.0674,1.0,4,232,271,320,504,0.3396,235,0.3825,0.0921,0.4354,823,0.3653,0.0408,0.3564,0.5199,0.3209,0.5189,0.7981,0.3954,0.0893,0.544,19,0.4,0.2833,0.1731,2.359,0.6027,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0392,0.8204,0.2578,232,425.1278,57.1754,10.2937,16.9703,1.8159,0.4757,1032,5.2078,2.4819,100.9303,876,4,1382,76.0586
0.0649,1.0,97,232,281,302,505,0.4093,235,0.3636,0.0508,0.4326,824,0.3562,0.0481,0.3427,0.5053,0.3398,0.5239,0.8439,0.3854,0.067,0.5247,151,0.6329,0.2017,0.1484,2.3631,0.4149,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.28,0.8101,0.1542,232,425.2559,57.5163,10.2937,16.9703,1.4961,0.4155,1068,5.2115,2.4394,100.8637,803,326,1386,79.6009
0.0514,1.0,79,232,258,333,506,0.3744,247,0.3985,0.083,0.447,818,0.4017,0.0431,0.3357,0.4667,0.3269,0.5104,0.6867,0.3393,0.0298,0.551,249,0.3608,0.2217,0.1528,2.3835,0.3748,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.047,0.7884,0.4809,232,425.1575,57.2921,10.2937,16.9703,1.8481,0.4392,1043,5.2378,2.4394,100.9348,740,316,1379,153.4656
0.0345,,98,232,252,302,507,0.3047,247,0.355,0.0667,0.4335,754,0.3213,0.0444,0.3127,0.4838,0.3718,0.4934,0.8414,0.3724,0.0447,0.544,249,0.3642,0.2065,0.1476,2.3671,0.4225,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1717,0.7454,0.4251,232,425.1526,57.2765,10.2937,16.9703,1.8481,0.4437,1069,5.2111,2.4394,100.8876,894,326,1389,42.35
0.0565,2.0,10,232,255,302,282,0.3396,304,0.3745,0.0842,0.4673,825,0.3494,0.0418,0.3138,0.4545,0.3101,0.465,0.7956,0.3554,0.0371,0.53,306,0.7895,0.223,0.1631,2.3647,0.4011,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0658,0.7249,0.4809,232,425.3081,57.5874,10.2937,16.9703,1.4961,0.4338,1070,5.2156,2.4628,100.6986,758,247,1385,105.7244
0.0565,1.0,99,232,256,302,480,0.3396,247,0.3528,0.0665,0.4266,826,0.3082,0.042,0.344,0.5273,0.3633,0.5268,0.8815,0.3841,0.0637,0.5675,249,0.348,0.2408,0.1639,2.3753,0.4519,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.1247,0.8031,0.4809,232,425.1765,57.298,10.2937,16.9703,1.8481,0.4801,1071,5.2359,2.4875,100.917,767,1346,1384,81.2511
0.0271,0.0,7,232,254,334,508,0.4441,25,0.3381,0.0811,0.3505,827,0.2897,0.0378,0.298,0.4606,0.3063,0.4501,0.777,0.349,0.0519,0.4906,325,0.6019,0.2603,0.1445,2.3929,0.3245,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0439,0.6731,0.1701,232,425.263,57.5319,10.2937,16.9703,1.4961,0.4155,950,5.22,2.4394,100.7746,739,1344,1383,110.2536
0.029,,19,232,255,304,452,0.3396,232,0.3122,0.0511,0.4106,760,0.2451,0.0441,0.2932,0.4912,0.3601,0.4344,0.8223,0.3538,0.0372,0.53,244,0.4736,0.2135,0.1487,2.3671,0.3961,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.2266,0.676,0.5048,232,425.1419,57.2147,10.2937,16.9703,1.4961,0.4789,964,5.2197,2.4715,100.7566,804,1348,1388,14.2667
0.0521,3.0,82,232,256,302,414,0.3396,250,0.3182,0.0504,0.4296,740,0.2036,0.0465,0.3517,0.5221,0.389,0.5361,0.8569,0.3766,0.0521,0.5734,325,0.5843,0.1917,0.1522,2.3671,0.4136,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.4494,0.8307,0.4889,232,425.1291,57.1448,10.2937,16.9703,1.4961,0.4267,1049,5.2368,2.4394,100.9155,761,1346,1387,109.7959
0.0308,2.0,87,232,255,52,509,0.3047,25,0.2909,0.0623,0.3091,828,0.257,0.0361,0.2686,0.4355,0.3331,0.3879,0.6754,0.3419,0.0447,0.481,19,0.3784,0.2593,0.1456,2.3671,0.3458,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0776,0.5936,0.4968,232,425.1729,57.2682,10.2937,16.9703,1.8045,0.4155,1072,5.2148,2.4394,100.8881,836,1355,1381,86.8892
0.0903,2.0,79,232,258,335,510,0.4441,247,0.4212,0.0849,0.4611,818,0.3648,0.0441,0.3402,0.4698,0.3459,0.516,0.7891,0.3521,0.0298,0.5602,4,0.3089,0.231,0.1569,2.3863,0.3998,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0525,0.8189,0.4251,232,425.1488,57.2508,10.7731,17.7465,1.8482,0.4369,1043,5.2378,2.4474,100.9348,740,316,1379,104.4272
0.0514,,3,232,255,4,451,0.3047,235,0.4144,0.0539,0.5526,829,0.3909,0.0538,0.3549,0.4655,0.2904,0.6342,0.9377,0.3342,0.0747,0.3993,249,0.3541,0.2611,0.2019,2.4002,0.9725,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0188,0.856,0.3773,232,425.1262,57.1608,10.7731,17.7465,1.8415,0.4752,1073,5.2146,2.7656,100.8412,1330,1361,1381,94.75
0.0632,1.0,100,244,254,336,511,0.3047,232,0.4132,0.0986,0.4276,830,0.4319,0.0423,0.4008,0.7475,0.4427,0.5206,0.6469,0.4657,0.0938,0.6595,940,0.6815,0.3149,0.1961,2.4937,0.469,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0141,0.9346,0.202,232,425.1473,57.258,10.2937,16.9703,1.4961,0.4155,1074,5.2435,2.4394,101.0678,1331,67,1390,81.6056
0.0328,2.0,80,232,269,19,484,0.3744,235,0.3765,0.0866,0.4309,811,0.3935,0.0365,0.3172,0.427,0.4166,0.4663,0.8775,0.3308,0.0435,0.5055,249,0.3426,0.9426,0.1479,2.4149,0.2152,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.0368,0.7296,0.4331,232,425.185,57.3893,10.2937,16.9703,1.8392,0.4155,1045,5.2241,2.4394,100.8235,789,151,1388,117.9864
0.0505,,69,232,258,302,512,0.3396,232,0.3895,0.0521,0.4619,751,0.3312,0.0456,0.3333,0.4912,0.3474,0.5487,0.761,0.3576,0.0306,0.5301,940,0.6694,0.1889,0.146,2.3631,0.3864,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.6149,0.8395,0.457,232,425.1188,57.0835,10.7731,17.7465,1.4961,0.4484,1026,5.2178,2.4486,100.7201,799,247,1387,16.8833
0.0776,1.0,4,67,271,250,396,0.4441,25,0.2657,0.0508,0.3425,831,0.1845,0.0402,0.3036,0.4958,0.4027,0.4402,0.7903,0.3396,0.0372,0.5435,151,0.6329,0.1762,0.1367,2.3671,0.2601,2.0227,4.2007,5.2513,0.0382,4.0531,-0.4378,0.3694,0.7116,0.3375,232,425.1295,57.1853,10.2937,16.9703,1.4961,0.4968,1004,5.252,2.5033,101.0102,756,55,1382,69.2758
